FIPS,cntyName.ihme2,obsty_male_2011,obsty_female_2011,phys_act_male_2011,phys_act_female_2011
53043,"Lincoln, WA",36.85,37.55,56.9,57.4
53045,"Mason, WA",38.96,37.68,58.39,57.32
53047,"Okanogan, WA",32.64,39.94,54.81,52.57
53049,"Pacific, WA",40.23,42.75,49.33,59.2
53051,"Pend Oreille, WA",35.42,37.32,61.07,56.65
53053,"Pierce, WA",38.83,38.78,57.42,56.55
53055,"San Juan, WA",25.09,26.04,70.35,71.59
53057,"Skagit, WA",33.79,36.48,59.96,62.06
53059,"Skamania, WA",37.62,37.99,59.79,58.87
53061,"Snohomish, WA",35.09,35.98,59.08,57.38
53063,"Spokane, WA",34.08,34.91,60.69,58.15
53065,"Stevens, WA",35.26,36.33,54.37,59.13
53067,"Thurston, WA",36.33,35.23,64,62.16
53069,"Wahkiakum, WA",37.8,36.84,62.38,57.9
53071,"Walla Walla, WA",36.09,35.48,60.77,61.71
53073,"Whatcom, WA",31.15,32.2,64.58,62.54
53075,"Whitman, WA",34.37,36.56,58.12,60.85
53077,"Yakima, WA",38.24,43.72,50.51,49.73
54001,"Barbour, WV",39.69,41.88,43.28,43.4
54003,"Berkeley, WV",38.64,41.49,51.13,45.33
54005,"Boone, WV",43.37,44.81,37.01,31.86
54007,"Braxton, WV",38.64,42.9,45.41,43.47
54009,"Brooke, WV",40.45,39.51,49.52,46.19
54011,"Cabell, WV",40.27,41.17,48.3,40.99
54013,"Calhoun, WV",41.18,45.88,41.93,41.8
54015,"Clay, WV",41.67,49.24,39.49,37.54
54017,"Doddridge, WV",41.33,41.12,48.68,44.17
54019,"Fayette, WV",38.85,42.92,46.6,38.71
54021,"Gilmer, WV",39.46,44.25,47.38,42.56
54023,"Grant, WV",37.27,42.15,49.87,44.45
54025,"Greenbrier, WV",35.67,36.51,50.58,42.88
54027,"Hampshire, WV",39.74,41.78,46.81,39.58
54029,"Hancock, WV",38.97,42.13,49.09,45.14
54031,"Hardy, WV",35.98,41.14,51.13,41.89
54033,"Harrison, WV",38.35,37.94,51.86,43.35
54035,"Jackson, WV",39.89,42.28,47.51,42.79
54037,"Jefferson, WV",39.5,35.48,46.35,51.33
54039,"Kanawha, WV",35.36,39.97,49.99,42.84
54041,"Lewis, WV",38.7,38.9,46.72,47.05
54043,"Lincoln, WV",45.9,47.92,38.64,32.9
54045,"Logan, WV",41.84,48.09,39.26,34.51
54047,"McDowell, WV",45.96,47.13,34.67,30.77
54049,"Marion, WV",39.24,43.05,46.81,43
54051,"Marshall, WV",36.2,41.98,51.02,43.12
54053,"Mason, WV",43.78,42.64,43,36.41
54055,"Mercer, WV",39.68,38.74,41.49,38.88
54057,"Mineral, WV",38.3,41.29,54.26,45.97
54059,"Mingo, WV",41.52,46.51,36,35.38
54061,"Monongalia, WV",28.53,34.53,56.89,47.09
54063,"Monroe, WV",39.83,38.82,48.3,43.94
54065,"Morgan, WV",38.04,40.05,55.44,45.91
54067,"Nicholas, WV",37.56,41.77,42.67,41.01
54069,"Ohio, WV",34.28,36.15,50.01,43.26
54071,"Pendleton, WV",34.65,38.8,49.23,47.51
54073,"Pleasants, WV",39.18,35.95,54.15,50.81
54075,"Pocahontas, WV",36.46,37.67,53.34,50.42
54077,"Preston, WV",36.74,42.39,49.64,46.22
54079,"Putnam, WV",39.1,39.09,53.46,44.95
54081,"Raleigh, WV",37.29,42.41,43.8,39.52
54083,"Randolph, WV",36.14,39.54,47.62,47
54085,"Ritchie, WV",38.73,39.85,48.49,46.21
54087,"Roane, WV",41.68,46.54,45.71,42.38
54089,"Summers, WV",39,43.52,46.48,40.61
54091,"Taylor, WV",38.73,43.5,45.76,45.58
54093,"Tucker, WV",36.79,39.18,53.11,50.18
54095,"Tyler, WV",40.5,40.15,51.48,47.82
54097,"Upshur, WV",37.37,38.52,49.56,43.46
54099,"Wayne, WV",41.41,45.96,40.68,38.04
54101,"Webster, WV",40.17,44.41,41.07,39.22
54103,"Wetzel, WV",40.23,40.7,49.04,41.21
54105,"Wirt, WV",38.68,39.97,51.16,48.5
54107,"Wood, WV",39.22,37.51,50.65,42.14
54109,"Wyoming, WV",41.18,44.99,37.57,34.27
55001,"Adams, WI",40.09,39.99,56.23,52.49
55003,"Ashland, WI",36.47,34.85,63.61,58.76
55005,"Barron, WI",35.63,36.95,59.16,57.25
55007,"Bayfield, WI",37.19,35.38,65.83,61.74
55009,"Brown, WI",36.38,34.95,60.02,59.81
55011,"Buffalo, WI",39.33,35.78,57.59,57.76
55013,"Burnett, WI",34.77,35.2,59.58,56.87
55015,"Calumet, WI",38.99,35.98,59.43,58.04
55017,"Chippewa, WI",34.79,36.88,59.99,61.58
55019,"Clark, WI",36.68,39.45,52.69,53.19
55021,"Columbia, WI",38.98,37.01,60.22,58.67
55023,"Crawford, WI",35.56,32.87,59.57,56.41
55025,"Dane, WI",31,31.76,64.39,62.91
55027,"Dodge, WI",40.1,41.18,50.14,57.88
55029,"Door, WI",34.91,35.66,60.13,62.6
55031,"Douglas, WI",35.77,36.51,65.6,57.3
55033,"Dunn, WI",36.8,37.2,57.77,61.82
55035,"Eau Claire, WI",34.5,34.18,59.96,60.3
55037,"Florence, WI",35.6,35.88,57.79,57.22
55039,"Fond du Lac, WI",39.47,38.74,59.77,56.39
55041,"Forest, WI",36.23,38.69,57.76,54.57
55043,"Grant, WI",35.95,34.84,58.76,57.77
55045,"Green, WI",36.69,33.35,60.73,61.01
55047,"Green Lake, WI",39.55,38.16,56.02,58.79
55049,"Iowa, WI",35.67,33.73,59.64,60.78
55051,"Iron, WI",37.98,34.52,60.55,57.42
55053,"Jackson, WI",38.4,41.25,56.47,51.26
55055,"Jefferson, WI",36.24,38.29,58.03,58.96
55057,"Juneau, WI",37.69,40.22,54.6,51.66
55059,"Kenosha, WI",35.06,37.22,58.14,52.97
55061,"Kewaunee, WI",37.9,36.47,57.54,58.86
55063,"La Crosse, WI",34.51,31.8,64.96,58.32
55065,"Lafayette, WI",36.82,35.09,55.65,57.86
55067,"Langlade, WI",37.31,37.34,57.55,53.85
55069,"Lincoln, WI",37.74,35.63,62.45,56.8
55071,"Manitowoc, WI",37.44,34.68,55.5,57.72
55073,"Marathon, WI",34.01,32.15,53.83,55.76
55075,"Marinette, WI",37.09,35.65,57.25,55.84
55077,"Marquette, WI",41.19,38.69,56.99,58.27
55078,"Menominee, WI",35.95,49.95,55.24,50.47
55079,"Milwaukee, WI",33.81,41.96,58.44,54.56
55081,"Monroe, WI",37.09,36.95,53.2,55.3
55083,"Oconto, WI",37.28,36.65,58.46,57.77
55085,"Oneida, WI",35.64,33.04,63.64,58.78
55087,"Outagamie, WI",36.6,35.49,65.1,56.7
55089,"Ozaukee, WI",30.69,28.63,64.25,62.93
55091,"Pepin, WI",37.67,35.45,54.41,57.49
55093,"Pierce, WI",37.04,33.34,57.35,58.02
55095,"Polk, WI",37.41,33.28,58.99,61.13
55097,"Portage, WI",35.84,35.1,62.22,57.05
55099,"Price, WI",34.91,35.51,59.05,59.78
55101,"Racine, WI",37.6,38.12,56.64,55.92
55103,"Richland, WI",34.79,37.43,61.55,55.52
55105,"Rock, WI",36.56,36.28,54.16,56.99
55107,"Rusk, WI",36.44,37.57,55.43,56.96
55109,"St. Croix, WI",37.73,32.63,61.57,60.04
55111,"Sauk, WI",35.31,38.53,54.58,52.74
55113,"Sawyer, WI",35.53,37.41,59.85,58.53
55115,"Shawano, WI",36.73,36.82,54.25,56.07
55117,"Sheboygan, WI",35.26,32.49,58.36,57.56
55119,"Taylor, WI",35.8,37.25,58.37,52.97
55121,"Trempealeau, WI",40.53,37.84,57.76,53.82
55123,"Vernon, WI",35.07,36.39,54.31,53.9
55125,"Vilas, WI",35.28,32.72,61.01,58.5
55127,"Walworth, WI",35.57,33.51,59.87,55.06
55129,"Washburn, WI",36.53,34.7,60.15,58.28
55131,"Washington, WI",34.61,35.01,59,60.9
55133,"Waukesha, WI",32.46,29.48,61.75,61.98
55135,"Waupaca, WI",36.54,36.8,55.94,56.35
55137,"Waushara, WI",39.27,38.54,61.93,57.07
55139,"Winnebago, WI",37.4,36.22,62.68,57.43
55141,"Wood, WI",33.1,34.66,58.46,55.05
56001,"Albany, WY",25.69,31.39,59.98,62.81
56003,"Big Horn, WY",36.2,33.92,56.37,57.27
56005,"Campbell, WY",40.47,37.03,52.67,53.84
56007,"Carbon, WY",35.23,36.95,50.98,54.55
56009,"Converse, WY",36.48,37.02,54.16,58.7
56011,"Crook, WY",35.81,35.53,60.41,57.26
56013,"Fremont, WY",31.86,34.24,53.32,58.34
56015,"Goshen, WY",36.47,36.66,56.32,57.58
56017,"Hot Springs, WY",32.29,35.67,58.97,54.46
56019,"Johnson, WY",34.66,31.43,58.32,58.49
56021,"Laramie, WY",32.14,33.15,56.26,56.87
56023,"Lincoln, WY",32.58,28.98,59.01,61.82
56025,"Natrona, WY",33.99,34.41,54.36,57.31
56027,"Niobrara, WY",36.65,36.96,56.26,59.26
56029,"Park, WY",28.15,27.34,58.24,59.16
56031,"Platte, WY",31.7,34.03,59.14,59.96
56033,"Sheridan, WY",33.45,30.27,60.18,59.01
56035,"Sublette, WY",29.82,27.95,65.58,66.11
56037,"Sweetwater, WY",34.73,36.01,57.91,54.6
56039,"Teton, WY",21.6,19.6,77.5,72.69
56041,"Uinta, WY",36.55,34.75,53.76,56.8
56043,"Washakie, WY",32.4,34.67,57.54,56.22
56045,"Weston, WY",36.82,35.9,56.78,56.03
02068,"Denali, AK",38.97,41.88,55.77,51.44
