FIPS,cntyName.ihme2,obsty_male_2011,obsty_female_2011,phys_act_male_2011,phys_act_female_2011
29001,"Adair, MO",34.48,38.82,51.64,50.43
29003,"Andrew, MO",36.72,39.61,54.81,54.64
29005,"Atchison, MO",37.85,37.61,54.53,53.77
29007,"Audrain, MO",37.8,42.72,53.78,49
29009,"Barry, MO",36.64,35.61,53.46,47.59
29011,"Barton, MO",37.9,39.71,52.64,51
29013,"Bates, MO",39.68,41.42,50.56,44.32
29015,"Benton, MO",38.83,39.62,53.44,46.31
29017,"Bollinger, MO",40.35,39.97,47.19,47.08
29019,"Boone, MO",31.7,32.06,60.07,56.43
29021,"Buchanan, MO",40.97,43.37,50.61,48.84
29023,"Butler, MO",38.63,43.41,47.19,44.44
29025,"Caldwell, MO",38.48,38.49,52.46,50.32
29027,"Callaway, MO",36.78,40.17,54.54,52.98
29029,"Camden, MO",35.72,33.92,60.54,53.63
29031,"Cape Girardeau, MO",36.15,34.71,51.01,50.09
29033,"Carroll, MO",38.18,39.19,50.8,46.52
29035,"Carter, MO",39.8,43.19,45.75,44.52
29037,"Cass, MO",38.12,41.53,58.02,48.77
29039,"Cedar, MO",36.61,40.8,51.71,54.32
29041,"Chariton, MO",38.38,39.9,51.27,49.18
29043,"Christian, MO",35.19,32.05,57.88,55.03
29045,"Clark, MO",37.3,36.43,53.87,52.37
29047,"Clay, MO",36.21,38.69,51.05,51.78
29049,"Clinton, MO",39.21,41.04,52.03,51.75
29051,"Cole, MO",35.96,33.75,54.53,51.69
29053,"Cooper, MO",37.62,38.62,55.65,48.87
29055,"Crawford, MO",41.35,41.88,50.84,44.56
29057,"Dade, MO",37.75,39.38,50.78,52.97
29059,"Dallas, MO",40.25,41.27,47.57,48.06
29061,"Daviess, MO",38.13,37.24,52.01,50.01
29063,"DeKalb, MO",39.2,40.91,52.71,49.48
29065,"Dent, MO",39.98,40.4,48.97,46.19
29067,"Douglas, MO",39.02,40.95,48.4,47.02
29069,"Dunklin, MO",44.53,47.58,43.16,34.91
29071,"Franklin, MO",40.04,37.3,52.8,48.09
29073,"Gasconade, MO",38.79,37.94,52.46,49.38
29075,"Gentry, MO",37.01,38.14,51.57,50.44
29077,"Greene, MO",34.96,35.34,59.45,54.62
29079,"Grundy, MO",37.78,37.55,52.99,49.71
29081,"Harrison, MO",38.79,37.66,51,48.84
29083,"Henry, MO",38.56,39.87,52.52,47.22
29085,"Hickory, MO",38.51,40.17,53.09,49.61
29087,"Holt, MO",36.22,37.17,56.66,54.17
29089,"Howard, MO",39.51,38.75,53.13,50.1
29091,"Howell, MO",36.92,38.15,52.03,50.08
29093,"Iron, MO",40.78,43.24,47.08,45.26
29095,"Jackson, MO",35.94,42.87,55.54,48.08
29097,"Jasper, MO",37.74,39.9,52.62,50.41
29099,"Jefferson, MO",41.21,36.54,53.25,50.88
29101,"Johnson, MO",37.68,40.97,51,50.87
29103,"Knox, MO",35.58,38.44,53.17,52.15
29105,"Laclede, MO",38.94,39.35,52.86,50.5
29107,"Lafayette, MO",37,38.9,52.16,48.66
29109,"Lawrence, MO",37.81,37.19,48.6,47.88
29111,"Lewis, MO",36.89,38.24,53.03,49.89
29113,"Lincoln, MO",40.6,40.31,49.33,49.28
29115,"Linn, MO",35.59,37.91,54.94,52.47
29117,"Livingston, MO",36.99,36.87,54.7,48.99
29119,"McDonald, MO",37.55,42.09,49.11,46.56
29121,"Macon, MO",36.01,39.89,51.02,50.34
29123,"Madison, MO",40.61,42.36,46.98,46.26
29125,"Maries, MO",39.85,41.06,49.78,50
29127,"Marion, MO",36.3,38.21,48.55,47.55
29129,"Mercer, MO",37.22,36.42,54.69,54
29131,"Miller, MO",39.11,38.57,48.52,49.5
29133,"Mississippi, MO",43.75,48.68,38.38,33.86
29135,"Moniteau, MO",39.76,37.96,51.82,47.68
29137,"Monroe, MO",37.18,39,52.91,51.7
29139,"Montgomery, MO",39.7,41.68,49.41,46.77
29141,"Morgan, MO",37.36,39.49,51.77,45.79
29143,"New Madrid, MO",43.21,44.49,44.06,39.6
29145,"Newton, MO",35.07,40.26,54.29,53.11
29147,"Nodaway, MO",35.67,38.95,52.11,51.03
29149,"Oregon, MO",40.57,41.15,47.64,46.36
29151,"Osage, MO",35.96,36.6,57.58,53.28
29153,"Ozark, MO",39.11,39.38,48.49,46.62
29155,"Pemiscot, MO",44.2,50.21,41.51,35.62
29157,"Perry, MO",38.79,39.25,51.67,48.65
29159,"Pettis, MO",37.13,41.33,51.28,43.27
29161,"Phelps, MO",35.92,37.53,54.05,53.98
29163,"Pike, MO",40.16,42.91,46.59,46.39
29165,"Platte, MO",34.86,36.33,58.21,53.53
29167,"Polk, MO",38.91,42.27,52.18,52.89
29169,"Pulaski, MO",36.79,37.76,55.4,57.07
29171,"Putnam, MO",36.59,37.88,52.65,51.64
29173,"Ralls, MO",37,37.74,54.49,53.41
29175,"Randolph, MO",40.02,40.62,49.58,47.97
29177,"Ray, MO",38.5,41.19,49.68,46.31
29179,"Reynolds, MO",41.34,42.82,45.01,45.02
29181,"Ripley, MO",41.43,44.41,46.19,41.56
29183,"St. Charles, MO",36.94,35.28,52.65,55
29185,"St. Clair, MO",37.62,40.01,52.96,50.83
29186,"St. Genevieve, MO",39.9,38.3,51.05,49.31
29187,"St. Francois, MO",39.93,41.47,48.34,48.03
29189,"St. Louis, MO",32.94,36.79,56.01,52.89
29195,"Saline, MO",38.62,41.7,48.76,46.34
29197,"Schuyler, MO",36.32,37.87,53.97,52.19
29199,"Scotland, MO",38.34,39.91,47.28,46.84
29201,"Scott, MO",41.29,41.02,45.62,43.09
29203,"Shannon, MO",39.47,42.45,47.31,47.08
29205,"Shelby, MO",35.66,37.35,54.91,53.81
29207,"Stoddard, MO",41.15,40.77,47.73,43.93
29209,"Stone, MO",38.12,35.19,51.13,50.39
29211,"Sullivan, MO",36.77,38.69,52.21,49.58
29213,"Taney, MO",36.42,35.19,54.43,49.9
29215,"Texas, MO",38.21,41.49,49.58,48.52
29217,"Vernon, MO",36.88,40.16,52.11,48.79
29219,"Warren, MO",40.79,38.4,50.04,47.54
29221,"Washington, MO",43.86,46.76,41.64,40.71
29223,"Wayne, MO",41.04,43.44,44.19,44.26
29225,"Webster, MO",38.28,38.5,50.52,50.32
29227,"Worth, MO",37.88,37.42,52.71,50.28
29229,"Wright, MO",40.08,43.95,47.88,46.43
29510,"St. Louis City, MO",36.29,44.96,52.59,45.27
30001,"Beaverhead, MT",30.89,30.76,60.96,59.27
30003,"Big Horn, MT",37.79,48.66,51.7,51.04
30005,"Blaine, MT",38.48,45.24,52.97,47.43
30007,"Broadwater, MT",30.72,29.55,58.39,58.48
30009,"Carbon, MT",34.12,32.07,59.66,61.47
30011,"Carter, MT",36.12,36.54,57.22,55.81
30013,"Cascade, MT",34.85,34.49,53.88,53.99
30015,"Chouteau, MT",37.51,39.2,56.83,54.62
30017,"Custer, MT",36.6,33.92,57.26,53.47
30019,"Daniels, MT",31.27,30.32,62.67,59.85
30021,"Dawson, MT",33.86,37.36,56.83,54.81
30023,"Deer Lodge, MT",32.96,33.39,56.03,54.93
30025,"Fallon, MT",35.51,35.62,55.2,54.28
30027,"Fergus, MT",33.88,32.7,57.22,55.66
30029,"Flathead, MT",28.6,28.95,65.77,61.13
30031,"Gallatin County and Yellowstone National Park, MT",26.11,21.89,66.49,65.82
30033,"Garfield, MT",37.46,36.82,54.4,55.84
30035,"Glacier, MT",37.24,46.77,51.11,47.47
30037,"Golden Valley, MT",36.06,37.32,53.75,53.63
30039,"Granite, MT",32.2,30.92,62.6,62.83
30041,"Hill, MT",39.62,40.45,53.54,48.46
30043,"Jefferson, MT",29.57,27.74,60.46,59.98
30045,"Judith Basin, MT",35.12,34.48,59.66,59.9
30047,"Lake, MT",32.69,34.27,59.83,60.82
30049,"Lewis and Clark, MT",29.71,30.18,65.86,60.15
30051,"Liberty, MT",40,41.13,44.42,41.04
30053,"Lincoln, MT",31.88,33.58,59.81,59.47
30055,"McCone, MT",34.44,34.83,59,59.12
30057,"Madison, MT",29.3,27.8,60.7,59.39
30059,"Meagher, MT",34.26,34.41,56.16,56.51
30061,"Mineral, MT",33.31,35.95,56.92,56.71
30063,"Missoula, MT",25.98,28.91,67.04,63.64
30065,"Musselshell, MT",35.49,34.98,55.48,54.08
30067,"Park, MT",29.9,26.5,65.62,64.96
30069,"Petroleum, MT",35.92,35.31,58.66,58.53
30071,"Phillips, MT",34.29,35.65,56.45,56.47
30073,"Pondera, MT",37.39,39.14,56.71,55.57
30075,"Powder River, MT",37.94,36.29,59.45,56.18
30077,"Powell, MT",31.8,32.48,61.48,60
30079,"Prairie, MT",36.72,37.27,53.23,52.3
30081,"Ravalli, MT",29.05,26.33,68.58,65.51
30083,"Richland, MT",35.71,37.15,54.09,52.28
30085,"Roosevelt, MT",36.95,44.92,53.88,49.09
30087,"Rosebud, MT",39.47,42.32,56.62,54.38
30089,"Sanders, MT",30.87,34.25,59.83,60.59
30091,"Sheridan, MT",35.66,34.63,57.79,54.95
30093,"Silver Bow, MT",30.53,32.18,59.39,54.5
30095,"Stillwater, MT",33.27,31.48,60.98,62.23
30097,"Sweet Grass, MT",33.55,31,60.76,61.32
30099,"Teton, MT",34.86,35.01,56.88,58.84
30101,"Toole, MT",36.54,36.68,56.86,52.97
30103,"Treasure, MT",30.54,30.71,56.99,55.53
30105,"Valley, MT",34.44,34.09,55.71,56.16
30107,"Wheatland, MT",36.58,35.97,51.67,52.74
30109,"Wibaux, MT",37.13,39.16,51.83,50.8
30111,"Yellowstone, MT",33.49,34.69,53.69,54.71
31001,"Adams, NE",37.03,35.21,53.96,55.15
31003,"Antelope, NE",35.37,35.47,57.3,57.56
31005,"Arthur, NE",35.28,33.95,60.56,60.16
31007,"Banner, NE",37.41,36.28,56.32,57.12
31009,"Blaine, NE",34.89,34.53,61.57,60.53
31011,"Boone, NE",34.22,34.57,57.61,57.63
31013,"Box Butte, NE",37.98,37.14,56.3,54.79
31015,"Boyd, NE",34.35,33.92,56.26,56.26
31017,"Brown, NE",35.43,34.73,56.8,56.8
31019,"Buffalo, NE",36.4,35.45,49.84,55.9
31021,"Burt, NE",35.46,34.15,56.27,53.05
31023,"Butler, NE",38.31,37.01,55.95,53.75
31025,"Cass, NE",37.99,35.51,47.62,53.73
31027,"Cedar, NE",36.6,33.83,56.51,56.3
31029,"Chase, NE",35.27,34.33,58.37,57.47
31031,"Cherry, NE",34.54,34.5,57.89,56.44
31033,"Cheyenne, NE",34.17,33.53,59.77,59.73
31035,"Clay, NE",37.23,35.81,56.54,54.94
31037,"Colfax, NE",39.46,41.52,47.3,45.86
31039,"Cuming, NE",36.68,35.49,55.39,53.67
31041,"Custer, NE",36.84,35.9,58.74,55.4
31043,"Dakota, NE",42.34,41.9,44.02,45.3
31045,"Dawes, NE",35.64,36.27,57.66,56.31
31047,"Dawson, NE",41.2,40.48,50.54,45.67
31049,"Deuel, NE",32.67,32.04,57.03,57.03
31051,"Dixon, NE",37.96,36.61,53.05,52.34
31053,"Dodge, NE",37.5,36.97,50.03,52.88
31055,"Douglas, NE",35.03,37.14,52.4,50.22
31057,"Dundy, NE",31.21,30.14,58.78,58.87
31059,"Fillmore, NE",36.43,35.47,57.88,57.08
31061,"Franklin, NE",34.9,34.06,57.54,56.19
31063,"Frontier, NE",37.07,35.9,60.12,57.21
31065,"Furnas, NE",36.76,36.31,53.97,54.13
31067,"Gage, NE",39.53,39.94,48.68,52.2
31069,"Garden, NE",34.53,34.25,57.34,56.94
31071,"Garfield, NE",34.39,33.63,57.22,57.2
31073,"Gosper, NE",36.07,34.16,60.42,59.85
31075,"Grant, NE",35.78,34.58,59.23,58.78
31077,"Greeley, NE",36.09,35.68,57.99,57.72
31079,"Hall, NE",38.03,40.94,48.14,48.67
31081,"Hamilton, NE",37.06,34.95,58.27,55.26
31083,"Harlan, NE",35.58,34.44,56.85,56.61
31085,"Hayes, NE",37.84,37.81,57.39,53.88
31087,"Hitchcock, NE",36.69,36.4,56.4,56.39
31089,"Holt, NE",34.72,33.96,57.07,56.33
31091,"Hooker, NE",34.3,33.28,59.85,59.22
31093,"Howard, NE",37.3,36.53,56.41,54.46
31095,"Jefferson, NE",38.03,38.02,53.55,51.84
31097,"Johnson, NE",38.82,39.72,53.29,51.89
31099,"Kearney, NE",36.75,34.39,58.45,55.7
31101,"Keith, NE",36.59,36.18,57.43,53.25
31103,"Keya Paha, NE",36.08,36.76,58.11,57.28
31105,"Kimball, NE",32.1,33.51,56.84,57.45
31107,"Knox, NE",36.07,36.12,54.66,54.25
31109,"Lancaster, NE",33.26,34.95,56.14,53.75
31111,"Lincoln, NE",39.18,40.08,55.81,51.23
31113,"Logan, NE",36.34,35.46,62.5,58.07
31115,"Loup, NE",36.03,35.95,58.4,57.82
31117,"McPherson, NE",37.55,37.01,58.6,55.18
31119,"Madison, NE",34.67,37.85,55.48,52.87
31121,"Merrick, NE",36.86,36.78,55.79,53.88
31123,"Morrill, NE",37.85,37.63,53.61,53.48
31125,"Nance, NE",36.27,36.58,54.79,54.73
31127,"Nemaha, NE",36.55,35.81,57.47,55.7
31129,"Nuckolls, NE",33.91,32.88,57.6,57.31
31131,"Otoe, NE",39.61,40.51,53.75,54.38
31133,"Pawnee, NE",35.33,34.3,55.32,55.31
31135,"Perkins, NE",35.22,34.65,59.98,56.75
31137,"Phelps, NE",35.94,33.86,59.03,57.29
31139,"Pierce, NE",32.93,32.27,57.13,57.11
31141,"Platte, NE",35.44,37.48,53.45,57.13
31143,"Polk, NE",36.14,34.74,58.07,56.81
31145,"Red Willow, NE",34.85,33.17,57.72,56.87
31147,"Richardson, NE",35.77,35.24,57.62,55.96
31149,"Rock, NE",33.58,33.41,58.04,58.04
31151,"Saline, NE",38,41.29,49.39,48.72
31153,"Sarpy, NE",37.91,34.15,53.48,53.15
31155,"Saunders, NE",38.94,36.28,53.45,51.31
31157,"Scotts Bluff, NE",40.89,38.78,51.42,52.88
31159,"Seward, NE",37.51,33.92,55.1,56.01
31161,"Sheridan, NE",33.99,34.76,56.95,56.3
31163,"Sherman, NE",37.13,36.31,54.54,53.65
31165,"Sioux, NE",34.76,33.74,59.09,59.53
31167,"Stanton, NE",35.86,35.84,57.87,57.3
31169,"Thayer, NE",36.13,36.43,54.14,53.79
31171,"Thomas, NE",35.52,35.18,58.98,58.63
31173,"Thurston, NE",38.42,46.67,52.54,48.22
31175,"Valley, NE",33.6,32.7,57.72,57.55
31177,"Washington, NE",38.15,35.29,56.37,58.15
31179,"Wayne, NE",35.38,34.99,57.94,57.28
31181,"Webster, NE",36.76,35.62,56.93,55.85
31183,"Wheeler, NE",34.98,34.06,60.95,60.86
31185,"York, NE",39.65,38.76,51.91,55.24
32001,"Churchill, NV",35.54,37.56,57.34,52.9
32003,"Clark, NV",33.21,32.42,53.6,48.78
32005,"Douglas, NV",30.83,27.26,65.55,63.02
32007,"Elko, NV",37.19,40.01,56.24,55.21
32009,"Esmeralda, NV",37.74,38.67,52.16,51.22
32011,"Eureka, NV",34.66,34.8,59.59,56.06
32013,"Humboldt, NV",37.49,37.29,58.13,52.71
32015,"Lander, NV",40.39,41.51,52.03,48.7
32017,"Lincoln, NV",35.41,34.28,53.47,52.09
32019,"Lyon, NV",37.72,38.74,56.08,55.38
32021,"Mineral, NV",37.68,40.06,55.85,52.65
32023,"Nye, NV",39.29,39.08,56.02,48.63
32027,"Pershing, NV",36.16,38.41,56.69,51.78
32029,"Storey, NV",34.06,30.76,61.96,60.58
32031,"Washoe, NV",30.02,28.41,66.08,60.67
32033,"White Pine, NV",35.61,36.66,56.34,52.79
32510,"Carson City, NV",32.36,28.99,64.78,58.88
33001,"Belknap, NH",32.57,36.35,68.09,58.94
33003,"Carroll, NH",29.3,30.88,66.28,62.04
33005,"Cheshire, NH",31.48,34.67,65.83,63.17
33007,"Coos, NH",35.66,38.56,57.69,56.75
33009,"Grafton, NH",29.45,31.48,69.11,62.52
33011,"Hillsborough, NH",34.58,32.89,56.87,55.53
33013,"Merrimack, NH",32.96,32.87,61.36,58
33015,"Rockingham, NH",34.44,29.03,60.6,59.54
33017,"Strafford, NH",34.06,37.06,61.56,51.64
33019,"Sullivan, NH",34.87,34.1,59.26,60.85
34001,"Atlantic, NJ",35.74,35.17,60.15,53.5
34003,"Bergen, NJ",27.87,26.11,56.46,55.37
34005,"Burlington, NJ",36.8,32.41,59.76,55.56
34007,"Camden, NJ",34.99,36.59,53.21,47.35
34009,"Cape May, NJ",36.32,34.84,62.11,56.04
34011,"Cumberland, NJ",41.16,41.69,52.86,46.04
34013,"Essex, NJ",31.31,38.38,53.64,45.95
34015,"Gloucester, NJ",36.75,35.7,54.18,54.16
34017,"Hudson, NJ",30.8,35.93,48.7,47.03
34019,"Hunterdon, NJ",27.7,25.05,65.78,60.7
34021,"Mercer, NJ",32.07,33.18,56.39,54.97
34023,"Middlesex, NJ",30.68,29.45,55.39,50.78
34025,"Monmouth, NJ",33.17,28.15,61.08,56.73
34027,"Morris, NJ",29.4,25.69,65.27,55.99
34029,"Ocean, NJ",38.29,32.82,56.55,55.02
34031,"Passaic, NJ",33.75,34.72,53.82,47.86
34033,"Salem, NJ",42.17,40.23,51.8,49.1
34035,"Somerset, NJ",29.06,26.41,60.15,54.27
34037,"Sussex, NJ",35.17,30.36,56.96,55.85
34039,"Union, NJ",30.51,34.36,51.15,47.74
34041,"Warren, NJ",36.26,33.25,58.83,53.77
35001,"Bernalillo, NM",27.64,30.54,58.34,56.34
35003,"Catron, NM",34.87,37.22,58.35,56.67
35005,"Chaves, NM",36.82,42.32,53.6,47.58
35006,"Cibola, NM",35.4,44.03,54.32,50.4
35007,"Colfax, NM",32.41,32.82,59.55,55.62
35009,"Curry, NM",36.72,39.78,50.61,47.91
35011,"De Baca, NM",36.66,40.52,51.32,48.72
35013,"Dona Ana, NM",36.21,39.69,56.53,53.82
35015,"Eddy, NM",37.49,40.88,51.14,47.55
35017,"Grant, NM",31.53,35.48,61.8,55.84
35019,"Guadalupe, NM",33.25,36.92,58.9,54.77
35021,"Harding, NM",33.5,35.21,62.29,56.49
35023,"Hidalgo, NM",32.97,40.07,56.69,54.27
35025,"Lea, NM",41.5,42.28,45.08,45.49
35027,"Lincoln, NM",31.84,32.55,57.96,55.2
35028,"Los Alamos, NM",22.54,22.67,71.38,65.65
35029,"Luna, NM",36.78,42.7,51.14,47.28
35031,"McKinley, NM",37.56,48.2,59.03,48.49
35033,"Mora, NM",27.27,31.45,66.81,59.48
35035,"Otero, NM",33.43,39.76,58.75,48.78
35037,"Quay, NM",36.96,40.3,52.62,48.46
35039,"Rio Arriba, NM",30.47,36.58,57.53,52.15
35041,"Roosevelt, NM",37.88,41.56,50.49,47.28
35043,"Sandoval, NM",29.97,33.1,60.46,56.41
35045,"San Juan, NM",35.99,39.02,55.96,54.35
35047,"San Miguel, NM",29.34,34.56,62.36,56.11
35049,"Santa Fe, NM",20.96,23.64,68.04,63.22
35051,"Sierra, NM",35.01,35.4,55.21,51
35053,"Socorro, NM",33,40.04,50.56,53.03
35055,"Taos, NM",27.15,31.54,64.1,57.47
35057,"Torrance, NM",31.58,35.09,56.51,53.53
35059,"Union, NM",34,36.72,55.91,53.06
35061,"Valencia, NM",33.55,40.39,53.27,54.81
36001,"Albany, NY",30.98,35.06,60.3,54
36003,"Allegany, NY",39.38,36.4,54.95,51.49
36005,"Bronx, NY",32.93,41.83,47.01,40.72
36007,"Broome, NY",35.15,35.41,59.12,54.81
36009,"Cattaraugus, NY",39.67,37.3,55.36,49.61
36011,"Cayuga, NY",38.43,36.24,57.46,52.97
36013,"Chautauqua, NY",37.63,38.37,58.42,49.73
36015,"Chemung, NY",36.13,39.67,54.87,52.24
36017,"Chenango, NY",37.94,37.52,57.14,51.14
36019,"Clinton, NY",35.71,34.68,57.17,54.03
36021,"Columbia, NY",34.29,35.18,53.91,53.16
36023,"Cortland, NY",36.35,35.72,59.54,54.15
36025,"Delaware, NY",35.39,36.92,56.62,53.58
36027,"Dutchess, NY",34.06,31.79,60.47,55.33
36029,"Erie, NY",35.55,36.88,55.7,50.12
36031,"Essex, NY",33.49,34.08,60.35,58.46
36033,"Franklin, NY",37.38,40.66,56.28,50.99
36035,"Fulton, NY",37.71,37.14,56.07,51.14
36037,"Genesee, NY",38.14,38.13,55.94,51.84
36039,"Greene, NY",35.2,38.38,53,52.35
36041,"Hamilton, NY",36.16,35.4,59.11,55.6
36043,"Herkimer, NY",38.61,37.41,58.14,49.09
36045,"Jefferson, NY",38.41,40.51,55.8,51.06
36047,"Kings, NY",28.66,37.04,51.11,46.57
36049,"Lewis, NY",38.97,37.94,58.2,48.6
36051,"Livingston, NY",38.39,39.28,58.14,49.57
36053,"Madison, NY",37.14,36.45,60.97,52.92
36055,"Monroe, NY",35.07,39.81,60.12,55.1
36057,"Montgomery, NY",37.86,39.81,55.55,52.43
36059,"Nassau, NY",30.33,28.73,52.35,50.93
36061,"New York, NY",19.12,25.38,60.75,55.8
36063,"Niagara, NY",39.69,38.05,57.87,50.6
36065,"Oneida, NY",36.46,35.07,52.68,50.46
36067,"Onondaga, NY",37.19,35.15,59.47,54.69
36069,"Ontario, NY",34.63,37.38,63.51,53.5
36071,"Orange, NY",35.91,36.32,55.66,49.52
36073,"Orleans, NY",39.98,42.62,54.38,49.62
36075,"Oswego, NY",40.15,40.1,55.73,50.16
36077,"Otsego, NY",34.59,34.83,59.9,54.24
36079,"Putnam, NY",34.53,30.52,59.58,58.67
36081,"Queens, NY",26.64,33.29,52.05,48.19
36083,"Rensselaer, NY",33.53,35.42,56.26,54.23
36085,"Richmond, NY",28.66,30.99,52.28,46.61
36087,"Rockland, NY",34.38,29.73,54.63,51.05
36089,"St. Lawrence, NY",38.43,40.78,56.85,51.41
36091,"Saratoga, NY",33.44,31.84,62.08,59.43
36093,"Schenectady, NY",33.95,36.25,55.72,56.35
36095,"Schoharie, NY",35.95,37.58,58.15,55.04
36097,"Schuyler, NY",35.39,36.5,54.31,52.38
36099,"Seneca, NY",37.88,39.78,50.73,48.86
36101,"Steuben, NY",36.43,39.02,56.54,49.96
36103,"Suffolk, NY",35.23,30.48,56.51,52.55
36105,"Sullivan, NY",36.11,38.15,53.98,52.54
36107,"Tioga, NY",36.88,38.65,56.45,57.42
36109,"Tompkins, NY",30.34,31.38,62.12,61.56
36111,"Ulster, NY",35.41,35.15,59.17,55.06
36113,"Warren, NY",33.01,33.48,60.26,57.65
36115,"Washington, NY",35.03,37.19,50.88,58.76
36117,"Wayne, NY",37.86,40.12,60.13,52.06
36119,"Westchester, NY",27.63,24.91,60.59,55.97
36121,"Wyoming, NY",40.33,36.17,56.66,48.36
36123,"Yates, NY",35.95,38.48,53.76,47.88
37001,"Alamance, NC",37.86,40.52,53.28,49
37003,"Alexander, NC",38.32,37.8,52.43,47.49
37005,"Alleghany, NC",35.65,38.58,46.63,42.84
37007,"Anson, NC",37.71,47.4,52.67,39.51
37009,"Ashe, NC",32.7,34.22,48.42,46.42
37011,"Avery, NC",34.79,35.95,55.21,50.68
37013,"Beaufort, NC",39.63,49.02,52.46,44.54
37015,"Bertie, NC",41.37,54.24,45.08,37.85
37017,"Bladen, NC",42.56,50.95,47.82,40.92
37019,"Brunswick, NC",37.76,38.67,58.58,50.96
37021,"Buncombe, NC",29.43,30.34,63,58.43
37023,"Burke, NC",36.12,36.65,49.12,42.3
37025,"Cabarrus, NC",35.61,37.78,56.13,49.12
37027,"Caldwell, NC",37.76,37.57,51.89,46.89
37029,"Camden, NC",37.39,38.01,57.07,57.59
37031,"Carteret, NC",34.24,36.57,55.51,49.82
37033,"Caswell, NC",41.83,46.3,50.48,43.52
37035,"Catawba, NC",33.04,36.57,52.71,43.49
37037,"Chatham, NC",34.53,33.89,59.71,52.63
37039,"Cherokee, NC",32.22,35.73,50.59,48.65
37041,"Chowan, NC",38.62,47.77,47.35,40.23
37043,"Clay, NC",33.87,35.27,53.2,51.28
37045,"Cleveland, NC",34.66,40.74,51.72,43.15
37047,"Columbus, NC",39.53,45.92,47.27,44.08
37049,"Craven, NC",36.88,41.86,52.39,48.09
37051,"Cumberland, NC",38.39,44.13,52.33,45.99
37053,"Currituck, NC",37.34,39.15,51.97,55.69
37055,"Dare, NC",34.32,34.29,57.14,59.38
37057,"Davidson, NC",36.13,38.38,49.59,42.22
37059,"Davie, NC",35.99,35.86,54.8,49.79
37061,"Duplin, NC",40.74,50.65,43.1,38.64
37063,"Durham, NC",31.67,39.05,59.76,52.8
37065,"Edgecombe, NC",43.12,53.49,46.83,40.98
37067,"Forsyth, NC",30.85,34.22,55.2,48.17
37069,"Franklin, NC",40.2,45.55,47.58,45.41
37071,"Gaston, NC",33.99,37.74,54,43.81
37073,"Gates, NC",40.11,45.21,51.32,46.68
37075,"Graham, NC",35.17,41.21,49.25,47.68
37077,"Granville, NC",39.26,44.47,51.93,46.26
37079,"Greene, NC",39.54,49.74,44.52,39.91
37081,"Guilford, NC",32.94,36.93,56.82,52.93
37083,"Halifax, NC",44.29,53.42,42.88,38.39
37085,"Harnett, NC",37.88,42.27,51.56,45.67
37087,"Haywood, NC",32.56,34.28,56.97,54.76
37089,"Henderson, NC",29.22,32.35,61.79,55.74
37091,"Hertford, NC",39.01,52.49,44.29,38.76
37093,"Hoke, NC",38.03,45.27,50.1,46.38
37095,"Hyde, NC",41.31,48.49,47.9,44.18
37097,"Iredell, NC",36.76,34.96,57.11,47.26
37099,"Jackson, NC",33.71,37.29,57.71,49.15
37101,"Johnston, NC",39.77,43.55,56.08,45.36
37103,"Jones, NC",38.49,47.14,49.26,44.68
37105,"Lee, NC",36.96,38.81,51.65,46.88
37107,"Lenoir, NC",39.72,50.06,44.4,40.03
37109,"Lincoln, NC",33.3,35.1,55.63,47.9
37111,"McDowell, NC",36.27,40.86,50.51,44.78
37113,"Macon, NC",32.04,34.64,55.97,53.57
37115,"Madison, NC",34.54,38.61,50.88,48.62
37117,"Martin, NC",42.05,51.68,48.62,45.1
37119,"Mecklenburg, NC",32.28,33.61,58.8,51.79
37121,"Mitchell, NC",34.39,37.63,53.34,45.43
37123,"Montgomery, NC",37.27,45.16,47.85,38.51
37125,"Moore, NC",33.82,33.85,53.01,51.61
37127,"Nash, NC",37.46,45.48,49.08,43.34
37129,"New Hanover, NC",33.19,32.82,58.59,54.88
37131,"Northampton, NC",41.9,53.46,42.13,36.1
37133,"Onslow, NC",34.14,39.94,56.51,48.8
37135,"Orange, NC",22.46,25.76,61.47,58.91
37137,"Pamlico, NC",37.09,43.16,53.37,46.92
37139,"Pasquotank, NC",39.97,44.77,50.84,44.29
37141,"Pender, NC",38.78,41.9,55.26,48.44
37143,"Perquimans, NC",37.69,41.1,53.86,49.38
37145,"Person, NC",41.9,44.96,53.53,47.45
37147,"Pitt, NC",37.53,44.62,50.79,46.93
37149,"Polk, NC",28.88,31.09,60.89,56.61
37151,"Randolph, NC",35.32,37.95,53.05,45.62
37153,"Richmond, NC",37.21,43.76,48.7,41.37
37155,"Robeson, NC",41.33,53.95,40.36,38.23
37157,"Rockingham, NC",39.43,43.71,47.47,43.35
37159,"Rowan, NC",38.24,40.32,51.06,44.1
37161,"Rutherford, NC",34.37,39.49,49.06,44.41
37163,"Sampson, NC",41.16,51.46,45.19,43.82
37165,"Scotland, NC",39.75,47.72,52.25,42.47
37167,"Stanly, NC",35.16,38.37,52.96,43.87
37169,"Stokes, NC",35.76,39.62,51.46,45.6
37171,"Surry, NC",37.44,40.87,47.42,45.19
37173,"Swain, NC",36.22,41.09,51.39,45.95
37175,"Transylvania, NC",31.02,31.32,60.34,58.75
37177,"Tyrrell, NC",41.84,49.27,42.87,43.48
37179,"Union, NC",36.38,33.97,57.46,53.03
